raw_affiliation_string,to remove
University Hospital for Gynecology Pius Hospital Oldenburg Oldenburg Germany,Carl von Ossietzky Universität Oldenburg
"University Hospital for Gynecology, Pius Hospital Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Hospital for Internal Medicine, Oncology and Hematology, Oldenburg",Carl von Ossietzky Universität Oldenburg
"University Hospital for Orthopaedics and Trauma Surgery, Pius-Hospital Oldenburg, Georgstrasse 12, 26121, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Hospital for Orthopedic Surgery, Pius Hospital Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Hospital for Orthopedics Pius Hospital Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Hospital for Visceral Surgery, Pius-Hospital Oldenburg , Germany",Carl von Ossietzky Universität Oldenburg
University Hospital of Dermatology and Allergy Medical Center Oldenburg  Oldenburg Germany,Carl von Ossietzky Universität Oldenburg
"University Hospital of Dermatology and Allergy, Medical Center Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Hospital of Visceral Surgery, Pius Hospital Oldenburg, Georgstrasse 12, 26121, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Medical Center Goettingen, Institute of Human Genetics, Goettingen, Germany",Universitätsmedizin Göttingen
"University Medical Center Goettingen, Institute of Pharmacology & Toxicology, Goettingen, Germany",Universitätsmedizin Göttingen
"University Medical Center Göttingen (UMG), Department of Radiation Oncology, Göttingen, Germany",Universitätsmedizin Göttingen
"University Medical Center Göttingen, Bioanalytics, Department of Clinical Chemistry, Goettingen, Germany",Universitätsmedizin Göttingen
"University Medical Center Göttingen, Department Of Neuro- And Sensory Physiology, Göttingen, Germany",Universitätsmedizin Göttingen
"University Medical Center Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen
"University Medical Center Oldenburg Department of General and Visceral Surgery, , Rahel-Strauss-Strasse 10, 26133 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Medical Center Oldenburg, Department of General and Visceral Surgery, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Medical Center Oldenburg, Department of General- and Visceral Surgery, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University Medicine Göttingen, Cardiology and Pneumology, Goettingen, Germany",Universitätsmedizin Göttingen
University Osnabrueck Biology/Chemistry  Osnabrueck Germany,Universität Osnabrück
"University Osnabrück, Barbarastraße 7, Osnabrück, 49076, Germany",Hochschule Osnabrück
"University and Polytechnic of Lüneburg, Germany - President, EUPHA Section on Health Promotion",Leuphana Universität Lüneburg
"University of Applied Sciences Department of Social Work, , Emden,",Hochschule Emden/Leer
University of Applied Sciences Osnabrück Faculty of Economics and Social Sciences  Osnabrück Germany,Universität Osnabrück
"University of Applied Sciences Osnabrück, Department of Physical Therapy and Rehabilitation Science, Germany; Cranial Facial Therapy Academy (CRAFTA), Hamburg, Germany. Electronic address: H.von-Piekartz@hs-osnabrueck.de",Universität Osnabrück
"University of Applied Sciences Osnabrück, Faculty of Economics and Social Sciences - Osnabrück, Germany; Faculties of Rehabilitation Medicine and Medicine and Dentistry, University of Alberta, Edmonton, Canada",Universität Osnabrück
"University of Applied Sciences Osnabrück, Faculty of Economics and Social Sciences – Osnabrück, Germany",Hochschule Osnabrück
"University of Applied Sciences and Arts Hildesheim, Faculty of Social Work and Health, Germany",Stiftung Universität Hildesheim
"University of Applied Sciences and Arts Hildesheim, Faculty of Social Work and Health, Germany. Electronic address: elisabeth.adelt@posteo.de",Stiftung Universität Hildesheim
"University of Applied Sciences, Faculty of Business and Social Sciences, Osnabrück, Germany; Department of Physical Therapy, Faculty of Rehabilitation Medicine, University of Alberta, Edmonton Canada",Universität Osnabrück
"University of Applied Sciences, Faculty of Business and Social Sciences, Osnabrück, Germany; Faculties of Rehabilitation Medicine and Medicine and Dentistry, Edmonton, Alberta, Canada",Universität Osnabrück
"University of Applied Sciences, Faculty of Business and Social Sciences, Osnabrück, Germany; Faculty of Rehabilitation Medicine, Department of Physical Therapy, University of Alberta, Edmonton Canada",Universität Osnabrück
University of Goettingen,Georg-August-Universität Göttingen
"University of Goettingen, Albrecht-von-Haller Institute for Plant Sciences, Department of Palynology and Climate Dynamics, Untere Karspüle 2, 37073 Goettingen, Germany",Georg-August-Universität Göttingen
"University of Goettingen, Germany",Georg-August-Universität Göttingen
"University of Gottingen, Göttingen, Niedersachsen, Germany",Georg-August-Universität Göttingen
University of Göttingen,Georg-August-Universität Göttingen
University of Göttingen,Georg-August-Universität Göttingen
"University of Göttingen, Göttingen 37077, Germany",Georg-August-Universität Göttingen
"University of Göttingen, Göttingen, Germany",Georg-August-Universität Göttingen
"University of Göttingen, IV Physical Institute, Göttingen, Germany",Georg-August-Universität Göttingen
"University of Göttingen, IV Physical Institute, Göttingen, Germany. claus.ropers@uni-goettingen.de",Georg-August-Universität Göttingen
"University of Göttingen, IV Physical Institute, Göttingen, Germany. ofer.kfir@phys.uni-goettingen.de",Georg-August-Universität Göttingen
"University of Göttingen, IV. Physical Institute, Göttingen, Germany",Georg-August-Universität Göttingen
"University of Göttingen, Institute of Geography & University of Vechta, Vechta Institute of Sustainability Transformation in Rural Areas (VISTRA)",Universität Vechta
"University of Hamburg, Institute for Biochemistry and Molecular Biology, Martin-Luther-King Platz 6, 20146 Hamburg, Germany, Laboratory for Structural Biology of Infection and Inflammation, C7o DESY, Build. 22a, Notkestr. 85, 22603 Hamburg, Germany",Medizinische Hochschule Hannover (MHH)
University of Hannover,Gottfried Wilhelm Leibniz Universität Hannover
"University of Hildesheim, Department of Applied Educational Science, Universitätsplatz 1, 31141, Hildesheim, Germany",Stiftung Universität Hildesheim
University of Innbruck,Universität Osnabrück
"University of Leuphana, Germany",Leuphana Universität Lüneburg
University of Oldenburg,Carl von Ossietzky Universität Oldenburg
University of Oldenburg and CESifo,Carl von Ossietzky Universität Oldenburg
"University of Oldenburg, Department For Psychology, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University of Oldenburg, Department of Business Administration, Economics and Law, Germany",Carl von Ossietzky Universität Oldenburg
"University of Oldenburg, Division for Medical Radiation Physics and Space Environment, Germany",Carl von Ossietzky Universität Oldenburg
"University of Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"University of Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
University of Osnabruck Germany,Hochschule Osnabrück
"University of Osnabruck, Faculty of Corporate Accounting and Information Systems (UWI) , Katharinenstr. 1 , Osnabruck , Germany",Hochschule Osnabrück
University of Osnabrück,Universität Osnabrück
University of Osnabrück,Universität Osnabrück
"University of Osnabrück Institute of Social Sciences, , Osnabrück,",Hochschule Osnabrück
"University of Osnabrück, Department of Marketing, Rolandstraße 8, 49069, Osnabrück, Germany",Hochschule Osnabrück
"University of Osnabrück, Osnabrück, Germany and German Research Center for Artificial Intelligence, Osnabrück, Germany",Hochschule Osnabrück
"University of Technical Sciences Braunschweig, Institute for Microbiology, Braunschweig, Germany",Technische Universität Braunschweig
University of Vechta,Universität Vechta
"University of Vechta, Faculty II, Biology & Vechta Institute of Sustainability Transformation in Rural Areas (VISTRA)",Universität Vechta
"University of Vechta, Faculty II, Geography & Vechta Institute of Sustainability Transformation in Rural Areas (VISTRA)",Universität Vechta
"University of Vechta, Germany",Universität Vechta
"University of Vechta, Vechta, Germany",Universität Vechta
"University of Veterinary Medicine Hannover, Foundation, Institute for Food Quality and Food Safety, Hannover, Germany",Stiftung Tierärztliche Hochschule Hannover
"University of Veterinary Medicine Hannover, Hannover, Germany",Stiftung Tierärztliche Hochschule Hannover
"University of Veterinary Medicine Hanover, Anatomy, Bischofsholer Damm 15, 30539 Hanover, Germany","Hochschule für Musik, Theater und Medien Hannover"
"University of Veterinay Medicine Hannover, Institute for Parasitology, Centre for Infection Medicine, Buenteweg 17, Hannover D-30559, Germany. Electronic address: Christina.Strube@tiho-hannover.de",Gottfried Wilhelm Leibniz Universität Hannover
"Universität Göttingen, Institut für Physikalische Chemie 3 , Theoretische Chemie, Tammannstr. 6, 37077 Göttingen,",Georg-August-Universität Göttingen
"Universität Göttingen, Institut für Physikalische Chemie, Theoretische Chemie 1 , Tammannstraße 6, 37077 Göttingen, Germany",Georg-August-Universität Göttingen
"Universität Göttingen, Institut für Physikalische Chemie, Theoretische Chemie, Tammannstr. 6, 37077 Göttingen, Germany",Georg-August-Universität Göttingen
"Universität Göttingen, Institut für Theoretische Physik 3 , Friedrich-Hund-Platz 1, 37077 Göttingen, Germany",Georg-August-Universität Göttingen
"Universität Göttingen, International Center for Advanced Studies of Energy Conversion (ICASEC) 4 , Tammannstraße 6, 37077 Göttingen, Germany",Georg-August-Universität Göttingen
"Universität Göttingen, Medizinische Fakultät, Göttingen, Deutschland",Universitätsmedizin Göttingen
"Universität Hamburg, Department of Chemistry, Institute of Biochemistry and Molecular Biology, Laboratory for Structural Biology of Infection and Inflammation, Build. 22a, c/o DESY, Notkestr. 85, 22607 Hamburg, Germany",Medizinische Hochschule Hannover (MHH)
Universität Leuphana,Leuphana Universität Lüneburg
Universität Oldenburg,Carl von Ossietzky Universität Oldenburg
"Universität Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
Universität Osnabrück (Germany),Universität Osnabrück
"Universität Osnabrück , Fachbereich Physik , Barbarastraße 7, D-49076 Osnabrück , Germany",Universität Osnabrück
"Universität Osnabrück , Historisches Seminar, Alte Geschichte , Osnabrück , 49074 , Germany ",Hochschule Osnabrück
Universität Osnabrück - Osnabrück University (D-49076 Osnabrück Germany - Allemagne),Universität Osnabrück
"Universität Osnabrück, Fachbereich Physik, 49069, Osnabrück, Germany",Universität Osnabrück
"Universität Osnabrück, Fachbereich Physik, D-49069 Osnabrück, Germany",Universität Osnabrück
"Universitätklinik für Orthopädie und Unfallchirurgie, Pius-Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik Innere Medizin-Onkologie AG Prof. Frank Griesinger, Oldenburg/DE",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Augenheilkunde, Medizinische Hochschule Hannover, Carl-Neuberg-Str. 1, 30625, Hannover, Deutschland. pielen.amelie@mh-hannover.de",Gottfried Wilhelm Leibniz Universität Hannover
"Universitätsklinik für Augenheilkunde, Pius-Hospital Oldenburg, Georgstr. 12, 26121, Oldenburg (Oldb), Deutschland",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Dermatologie und Allergologie, Klinikum Oldenurg AöR, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Dermatologie und Allergologie, Klinikum Oldenurg AöR, Rahel-Straus-Str. 10, 26133, Oldenburg, Germany. patsinakidis.nikolaos@klinikum-oldenburg.de",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Gynäkologie im Pius-Hospital Oldenburg , Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Gynäkologie, Pius-Hospital Oldenburg",Carl von Ossietzky Universität Oldenburg
Universitätsklinik für Innere Medizin II Oldenburg Germany,Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Innere Medizin, Pius-Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Innere Medizin-Onkologie, Cancer Center Oldenburg, Pius-Hospital, Georgstr. 12, 26121 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Orthopädie und Unfallchirurgie im Pius-Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Universitätsklinik für Orthopädie und Unfallchirurgie, Pius-Hospital Oldenburg, Oldenburg, Deutschland",Carl von Ossietzky Universität Oldenburg
"Universitätsklinikum Göttingen, Klinik für Allgemein-, Viszeral- und Kinderchirurgie, Göttingen",Universitätsmedizin Göttingen
"Universitätsklinikum Würzburg, Medizinische Klinik und Poliklinik I, Lehrstuhl für Endokrinologie und Diabetologie, Würzburg; Medicover Oldenburg MVZ, Oldenburg",Carl von Ossietzky Universität Oldenburg
"Universitätsmedizin Göttingen (G.I.C.P.), Göttingen, Germany",Universitätsmedizin Göttingen
"Universitätsmedizin Göttingen, Abteilung für Dermatologie, Allergologie und Venerologie, Göttingen",Universitätsmedizin Göttingen
"Universitätsmedizin Göttingen, Cellular Biophysics and Translational Cardiology, Heart Research Center Göttingen, Department of Cardiology & Pneumology, Goettingen, Germany",Universitätsmedizin Göttingen
"Universitätsmedizin Göttingen, Institut für Klinische Chemie, Göttingen, Germany;",Universitätsmedizin Göttingen
